homograph,simalign_fr,fr-label,en_sent,fr_sent
insert,ajouté,insert_vrb,"I should perhaps have liked to have seen the rapporteur insert just one simple clause to the effect that we must bear this concern in mind , for if we in actual fact listen to the legitimate concern the Member States may have and , at the same time , opt for the maximum solution , I think we shall succeed in combining the broad vision with the facts . "," J' aurais aimé que le rapporteur ait ajouté quelques mots pour dire que nous devons tenir compte de ces inquiétudes . Si nous sommes à l' écoute des inquiétudes que les États membres peuvent avoir et qui sont légitimes et que nous choisissons parallèlement la solution maximale , alors je pense que nous réussirons à combiner cette grande vision et la réalité . "
insert,apporter,insert_vrb,"When the Court does not accept our interpretation about a certain amount of money , we can not insert a new sum because it says clearly that a small sum is not a sufficient condition to execute a budget line as being not significant . "," Lorsque la Cour n' accepte pas notre interprétation en ce qui concerne les sommes d' argent engagées , nous ne pouvons pas apporter une nouvelle somme , car la Cour déclare clairement qu' un montant peu élevé n' est pas une condition suffisante pour exécuter une ligne budgétaire comme étant de moindre importance . "
insert,insère,insert_vrb,"First of all , we want the Commission to insert into the proposed procedure the various steps which should apply when considering withdrawal of Lomé trade preferences , in line with withdrawal of the trade benefits under , for example , the Scheme for Generalized Preferences . "," Tout d' abord , nous voulons que la Commission insère dans la procédure proposée les diverses étapes applicables pour envisager le retrait des préférences commerciales de Lomé , de façon comparable au retrait des avantages commerciaux résultant , par exemple , du système des préférences généralisées . "
insert,insérer,insert_vrb,I would therefore like to insert the following in Recital J :, Je voudrais par conséquent insérer ce qui suit au considérant J : 
insert,intégraient,insert_vrb,"I should therefore like it if , when the protection of human rights is spoken of , including by the Commission , it were not done in the same way as when all of the countries ’ old European Affairs offices used to insert clauses as a mere formality , things that had to be said : we must now talk about Tibet , both in order to create a good impression and to show that we take an interest . "," Je voudrais par conséquent , lorsque la protection des droits de l’ homme est abordée , par la Commission notamment , que cela ne se fasse pas de la même manière qu’ à l’ époque où les anciens offices des affaires européennes de tous les pays européens intégraient des clauses à titre de simple formalité , parmi les choses à dire . Nous devons aujourd’hui parler du Tibet , afin de donner une bonne impression et de montrer que le sujet nous intéresse . "
insert,introduire,insert_vrb,"Not only are there grounds for questioning the legality of attempting to insert conditions relating to the discharge in the remarks under budget line A-1100 , but it is also impossible , either politically or objectively , to justify focusing attention on those conditions in this way . "," Tenter d' introduire des conditions relatives à la décharge dans l' exposé des motifs concernant le poste budgétaire 4 - 1100 serait non seulement douteux du point de vue juridique , mais procéder de la sorte pour mettre en avant ces conditions serait de plus injustifié d' un point de vue aussi bien objectif que politique . "
intrigue,intrigues,intrigue_nou-vrb,"The Irish people in their great wisdom have rejected that Treaty by democratic vote , and although people in Brussels and people here in Strasbourg will work and cajole and bribe and intrigue to try and persuade the Irish to change their minds , the decision of the people should prevail , and in this case Ireland has stood for the people of Europe . "," Le peuple irlandais , dans sa grande sagesse , a rejeté ce traité par un vote démocratique , et les tenants du traité à Bruxelles , comme ici à Strasbourg , pourront bien recourir aux cajoleries , aux intrigues et à toutes les manœuvres imaginables pour tenter de persuader les Irlandais de changer d' avis , la décision du peuple doit prévaloir et , en l' espèce , l' Irlande a parlé pour les peuples d' Europe . "
invalid,annulées,invalid_adj,"The results of the recently held local and regional elections have been declared invalid and , following the dissolution of the National Assembly , the military have taken over legislative and executive authority . "," Les élections municipales et régionales qui venaient d' avoir lieu ont été annulées , et l' armée s' est saisie des pouvoirs législatifs et exécutifs depuis que l' assemblée nationale a été dissoute . "
invalid,mauvais,invalid_adj,Anyone who today tries to postpone it and to get it taken off the agenda is doing so using invalid arguments .," Ceux qui chercheraient aujourd'hui à différer ce vote cherchent à le faire disparaître de l' ordre du jour , mais ils le font avec de mauvais arguments . "
invalid,nul,invalid_adj,"By virtue of natural law , the Treaty of Lisbon is obviously invalid , at least in relation to Hungary , firstly , because of a failure to discuss and reconcile this greatly significant treaty with the people , the public and various civil organisations , and secondly , because it was passed without having any idea about the content of the text . "," En vertu du droit naturel , le traité de Lisbonne est évidemment nul , du moins en ce qui concerne la Hongrie , car , premièrement , ce traité extrêmement important n' a pas fait l' objet d' une discussion et d' une réconciliation avec les citoyens , le public et les diverses organisations civiles et , deuxièmement , parce qu' il a été adopté sans qu' on ait la moindre idée du contenu du texte . "
invalid,nulle,invalid_adj,"On 4 December 2008 , the European Court of Justice delivered its third verdict declaring invalid and unjustified the European Council 's July decision to keep the PMOI on that list . "," Le 4 décembre 2008 , la Cour de Justice européenne a rendu un troisième arrêt déclarant nulle et sans fondement la décision prise en juillet par le Conseil européen de maintenir l' OMPI sur cette liste . "
invalid,nulles,invalid_adj,"In 1991 , Parliament adopted a text which would have made collective redundancies by multinationals invalid if they did not follow the provisions of the directive , but once again the Council of Ministers refused to follow our lead . "," En 1991 , le Parlement a adopté un texte aux termes duquel les mesures de licenciement collectif des multinationales seraient nulles si elles ne se conformaient pas à la directive , mais une fois de plus , le Conseil a refusé de nous suivre dans cette voie . Les multinationales ont donc reçu carte blanche . "
invalid,valables,invalid_adj,"I could also quote a figure that comes from your Commission , Commissioner : your own services estimate that more than 13 million invalid names have been added to the electoral register . "," Je pourrais également rappeler un chiffre qui vient de votre Commission , Monsieur le Commissaire : vos propres services estiment à plus 13 millions le nombre de noms non valables qui ont été ajoutés aux listes électorales . "
invalid,valide,invalid_adj,"The judgment is invalid , because the regional court in Munich http://dict.leo.org/ende?lp=ende&p=5tY9AA&search=dismiss "" ed http://dict.leo.org/ende?lp=ende&p=5tY9AA&search=an "" http://dict.leo.org/ende?lp=ende&p=5tY9AA&search=action "" against Tobias Pflüger on 21 July 2009 in the second and final instance . "," Cet arrêt n' est pas valide , car le 21 juillet 2009 , le tribunal régional de Munich , qui statuait en deuxième et dernière instance , a http://dict.leo.org/ende?lp=ende&p=5tY9AA&search=dismiss "" http://dict.leo.org/ende?lp=ende&p=5tY9AA&search=an "" http://dict.leo.org/ende?lp=ende&p=5tY9AA&search=action "" intentée à l' encontre de Tobias Pflüger . "
invite,invite,invite_vrb,"If so , I invite them to do so now . "," Si tel est le cas , je les invite à le faire maintenant . "
invite,inviter,invite_vrb,"( NL ) Madam President , President - in - Office of the Council , just a few weeks ago you thought it premature to invite the Belarusian Foreign Minister , Sergei Martynov , to Paris . "," ( NL ) Madame la Présidente , Monsieur le Président en exercice du Conseil , il y a à peine quelques semaines , vous jugiez prématuré d' inviter le ministre des affaires étrangères bélarussien , M. Martinov , à Paris . "
invite,invitons,invite_vrb,"Concerning more control with respect to certification , labelling requirements and mitigating IEU , here again , the Commission will give financial support to industry initiatives in the area of market monitoring , and in particular in relation to monitoring the sector 's compliance with legal requirements concerning certification , labelling etc . We plan to launch calls for proposals by the end of 2008 whereby we would invite sectoral organisations to elaborate concrete proposals , and implementation of these projects will start during 2009 . "," En ce qui concerne le contrôle du respect en matière de certification et d' étiquetage , et la lutte contre la pêche INN , la Commission apportera là aussi un soutien financier aux initiatives lancées par le secteur dans le domaine du contrôle du respect des obligations en matière de certification , d' étiquetage , etc. Nous prévoyons de soumettre les appels d' offres d' ici la fin de l' année 2008 et nous invitons donc les organisations sectorielles à formuler des propositions , tandis que la mise en œuvre des projets commencerait en 2009 . "
lead,aboutir,lead_nou-vrb,"Of course we are in no way supporters of the Islamic Salvation Front but I find it extremely difficult to understand how the dialogue which President Zérroual resumed yesterday with delegations from four parties can lead to anything if one does not in some way attempt also to include the other forces , even if they are in themselves not approved of . "," Nous sommes certes loin d' approuver , sur quelque question que ce soit , le Front Islamique du Salut , mais j' ai beaucoup de mal à comprendre comment le dialogue mené par le président Zérroual hier avec les délégations de quatre partis peut aboutir , si l' on n' essaie pas , d' une façon ou d' une autre , d' y inclure des forces dont on n' apprécie pas l' idéologie . "
lead,aboutirait,lead_nou-vrb,"Recently , studies have been published showing that merely solving the water problem could even make the situation as a whole worse if it causes population growth to accelerate , which would lead to food shortages . "," Des études récentes démontrent en effet qu’ une solution se limitant au problème de l’ eau pourrait même aggraver la situation globale si elle contribue à accélérer la croissance démographique , ce qui aboutirait à des pénuries de vivres . "
lead,aboutiront,lead_nou-vrb,"The Union is also encouraging Iran to participate fully in the work which will lead to the sixth conference to review the Biological and Toxic Weapons Convention , which is scheduled for 2006 . "," L' Union incite dès lors l' Iran à s' impliquer pleinement dans les travaux qui aboutiront à la sixième conférence destinée à réviser la Convention sur les armes biologiques et toxiques , prévue pour 2006 . "
lead,aider,lead_nou-vrb,"You only have to compare the humiliations and bloody mayhem of the early 1990s , when Europe was unable to deal with awful problems on its own doorstep , with our success in the last few years in shaping policy and in helping to lead the countries of the Balkans towards the European family . "," Pour s' en rendre compte , il suffit de faire la comparaison entre les humiliations et les destructions sanglantes du début des années 1990 , lorsque l' Europe était incapable de s' occuper des terribles problèmes qui se déroulaient à sa porte , et la manière dont elle est parvenue , ces dernières années , à modeler une politique et à aider les pays des Balkans à rejoindre la famille européenne . "
lead,arrivent,lead_nou-vrb,"All kinds of analyses , all forecasts lead to the certain conclusion that energy dependency on external supply will increase significantly . ", Toutes les analyses et prévisions arrivent à la conclusion que la dépendance énergétique vis-à-vis de l' extérieur s' accroîtra sensiblement . 
lead,avance,lead_nou-vrb,On the way to European independence we may have to work with those trying to catch up with the US 's enormous lead .," Dans notre quête de l ' indépendance européenne , nous serons peut-être amenés à nous serrer les coudes avec les pays qui s ' efforcent de rattraper l ' avance énorme des États-Unis . "
lead,avoir,lead_nou-vrb,These precautions are necessary as mistakes could lead to serious consequences .," Ces dernières sont indispensables , car toute erreur pourrait avoir de sérieuses conséquences . "
lead,conduira,lead_nou-vrb,"Implementation of this directive will thus lead to a significant reduction in existing noise levels and , therefore , an improvement in working conditions . "," Ainsi , l' application de cette directive conduira à une réduction significative des niveaux de bruit existants et , partant , à une amélioration des conditions de travail . "
lead,conduirait,lead_nou-vrb,"Furthermore , setting objectives and practical targets and trying out a more simplified and operational legislative framework that is immediately understandable to all actors involved , will certainly lead to greater awareness and to more effective environmental protection . "," D' un autre côté , déterminer des objectifs et des buts concrets et promouvoir un cadre législatif plus simple et opérationnel , immédiatement compréhensible par tous les agents impliqués , conduirait certainement à une plus grande prise de conscience et à une protection plus efficace de l' environnement . "
lead,conduire,lead_nou-vrb,"Yet the fact is that some of these people are in real and serious danger in their own countries , as the HCR has confirmed , which should lead to their situations being reexamined . "," Or , certaines de ces personnes sont réellement et gravement menacées dans leur pays , comme le HCR l' a confirmé , ce qui devrait conduire à réexaminer leur situation . "
lead,conduise,lead_nou-vrb,"I would like this debate to lead to the coordination of consumer tax policies on alcohol and tobacco , for , among other reasons , the health risks . "," Je voudrais que ce débat conduise à la coordination des politiques des taxes à la consommation sur l' alcool et le tabac , entre autres pour des raisons de risques en matière de santé . "
lead,conduit,lead_nou-vrb,And I would repeat today what I have already stated twice before in this House : it is transparency that will lead to greater effectiveness and efficiency ., Je le répète pour la troisième ou cinquième fois devant cette Assemblée : la publicité conduit à une plus grande efficacité . 
lead,contribuerait,lead_nou-vrb,I too am not aware of any reason why a tax on exchange rate transactions would lead to a stabilisation of exchange rates .," Comme lui , je ne vois pas pour quelle raison une taxe sur les transactions de taux de change contribuerait à les stabiliser . "
lead,débouchent,lead_nou-vrb,Our aims and targets must be such that they lead towards the long - term use of biofuels with low emissions .," Si l' on veut définir des objectifs , il faut le faire de telle sorte qu' ils débouchent à long terme sur l' utilisation de biocarburants respectueux de l' environnement . "
lead,déboucher,lead_nou-vrb,"In our view , there is a need to stress the fact that this cooperation should lead to the application of equivalent and high - level safety standards . "," Il convient , selon nous , de souligner que cette coopération doit déboucher sur l' application des normes uniques et élevées de sécurité . "
lead,donner,lead_nou-vrb,"We advise the House , however , that such efforts would be certain to attract formal complaints and court cases and therefore lead to delays and indeed to unnecessary ill will . "," Nous informons toutefois le Parlement que de tels efforts auraient sans aucun doute pour résultat d' attirer des plaintes officielles et des procès et de donner lieu par conséquent à des retards et , certainement , à une malveillance tout à fait superflue . "
lead,entraînant,lead_nou-vrb,"The observation that the key to development lies in liberalising trade should , rather than earning enthusiastic applause or violent condemnation ( both of which lead only to ideological squabbles with short - term effects ) , be nothing more than a point of departure and a frame of reference . "," L' observation selon laquelle la clé du développement se trouve dans la libéralisation du commerce devrait , plutôt que d' entraîner des applaudissements enthousiastes ou des violentes condamnations ( les deux n' entraînant que des disputes idéologiques avec des effets à court terme ) , constituer tout au plus un point de départ et un cadre de référence . "
lead,entraînent,lead_nou-vrb,"It is also important , however , to ensure that these mechanisms do not impose an unnecessary burden on enterprises , especially SMEs , and that they do not lead to the creation of additional ineffective Community provisions . "," Il importe aussi toutefois de garantir que ces mécanismes n' imposent pas une charge superflue pour les entreprises , en particulier les PME , et qu' ils n' entraînent pas la création de nouvelles dispositions communautaires inefficaces . "
lead,entraîner,lead_nou-vrb,"The huge imbalances that still exist between European countries and regions can , moreover , lead to major differences in the quality and amount of aid . ", Les importants déséquilibres qui existent toujours entre les régions et pays européens peuvent en outre entraîner des différences importantes dans la qualité et le volume de l’ aide . 
lead,entraînera,lead_nou-vrb,"This measure , which will obviously be ineffective in combating atmospheric pollution , will lead directly to an increase in tax revenue and sales of new cars to replace old cars , thereby putting an even greater burden on the family purse . "," Cette mesure , qui sera à l’ évidence inefficace en termes de lutte contre la pollution atmosphérique , entraînera directement une hausse des recettes fiscales et des ventes de nouvelles voitures pour remplacer les anciennes , ce qui alourdira davantage encore la charge qui pèse sur le porte-monnaie familial . "
lead,entraînerait,lead_nou-vrb,"The supranational European Prosecutor proposed by the Commission , meanwhile , would lead us into an administrative black hole , since not only would we have to harmonise charges , penalties , restrictions and all kinds of procedures , such as acceptability of evidence , but we would also have to consider the issue of protecting individual freedom for all coercive acts required by the European Prosecutor : searches , seizures , telephone tapping , arrest warrants , judicial reviews and pre - trial detention , not to mention , of course , the vast issue of the democratic control that would need to be established . "," Quant au procureur européen supranational proposé par la Commission , il nous entraînerait dans un engrenage sans fin , puisqu' il faudrait non seulement harmoniser des incriminations , des sanctions , des prescriptions , toutes sortes d' actes de procédure , dont l' admissibilité des preuves , mais il faudrait aussi se pencher sur la question de la protection des libertés individuelles pour tous les actes coercitifs que demanderait le procureur européen : perquisition , saisie , écoute , mandat d' arrêt , contrôle judiciaire , détention provisoire , sans compter , bien entendu , l' immense question du contrôle démocratique qu' il faudrait créer . "
lead,entraîneront,lead_nou-vrb,"We must not leave the field to its opponents , who will lead their countries and peoples into isolation and down a political cul - de - sac . "," Nous ne devons pas laisser le champ libre à ses opposants , qui entraîneront leurs pays et leurs peuples dans l’ isolement et l’ impasse politique . "
lead,escalade,lead_nou-vrb,"However , we are equally opposed to the logic of the continued and increased use of violence , which not only will not lead to a solution but , on the contrary , stands in the way of resolving the problem . "," Mais , dans le même temps , nous sommes opposés à la logique de la poursuite et de l' escalade de la violence qui non seulement ne débouche pas sur un règlement mais complique la recherche d' une issue . "
lead,exemple,lead_nou-vrb,Europe must indeed take the lead in the climate debate and in the measures to be taken ., L' Europe doit en effet montrer l' exemple dans le débat sur le climat et l' adoption des mesures nécessaires . 
lead,font,lead_nou-vrb,These exchanges only lead to improvement in cooperation with great difficulty ., Ces échanges ne font que très péniblement progresser la collaboration . 
lead,générer,lead_nou-vrb,They are therefore unlikely to lead to any sort of crisis or cause major concern ., Elles ne sont donc pas susceptibles de générer une situation dramatique ou une situation fort préoccupante . 
lead,guider,lead_nou-vrb,We must support the efforts of President Abbas and Prime Minister Fayyad to peacefully lead the Palestinian people to a Palestinian state ., Nous devons soutenir les efforts du président Abbas et du Premier ministre Fayyad pour guider pacifiquement le peuple palestinien vers un État palestinien . 
lead,initiative,lead_nou-vrb,"The United Nations wrings its hands , the EU has stood back , but South Africa – the model of peaceful ethnic resolution – surely should take the lead . "," Les Nations unies se tordent les mains , l’ UE se tient à l’ écart , mais l’ Afrique du Sud   - un modèle de résolution pacifique des conflits ethniques   - devrait sûrement prendre l’ initiative . "
lead,mener,lead_nou-vrb,That is why Europe needs more politicians who are prepared to lead and to take a pan - European approach ., C' est pourquoi l' Europe a besoin de davantage d' hommes politiques disposés à mener et à adopter une approche paneuropéenne . 
lead,ouvrir,lead_nou-vrb,"Mr President , tonight , for once , Parliament really can lead the way in protecting the environment . "," Monsieur le Président , ce soir , pour une fois , le Parlement peut réellement ouvrir la voie en matière de protection de l' environnement . "
lead,participent,lead_nou-vrb,"We must facilitate administrative procedures , reduce time - limits and do all we can to harmonise national safety regulations , which sometimes lead to major traffic restrictions for no good reason . "," Il nous faut faciliter les procédures administratives , réduire les délais et tout faire pour harmoniser aussi les règles nationales de sécurité qui participent parfois , sans fondement réel au fond , à des restrictions très importantes à la circulation . "
lead,permettrait,lead_nou-vrb,"Trade relations play a huge role , today . Arranging them in the right way would lead to economic growth in India and the development of the country , and would improve international stability . "," De nos jours , les relations commerciales jouent un rôle fondamental et leur gestion adéquate permettrait la croissance économique en Inde , le développement du pays et le renforcement de la stabilité internationale . "
lead,prendre,lead_nou-vrb,"Let me repeat : I believe that the European Union is uniquely placed to lead in building this future , precisely because we have proved over the last 60 years that we as Europe can meet and master the challenges of cooperation across borders , of coordination between peoples , and of building unity out of diversity . "," Je le répète : je pense que l' Union européenne est la mieux placée pour prendre les rennes de la construction de cet avenir , précisément parce que nous avons prouvé au cours des 60 dernières années qu' en tant qu' Europe , nous pouvions relever et maîtriser les défis de la coopération au-delà des frontières , de la coordination entre les peuples et de la construction de l' unité dans la diversité . "
lead,suscitera,lead_nou-vrb,"In our opinion , the proposed solution will lead to much better development of the technical and economic communication elements . ", Nous pensons que la solution proposée suscitera un développement nettement meilleur des éléments techniques et économiques de communication . 
lead,tête,lead_nou-vrb,"In the spirit of solidarity , I wish to express our pleasure that one of the key figures in Solidarność has been appointed to lead Parliament . "," Dans un esprit de solidarité , je tiens à exprimer notre satisfaction à l' égard de la désignation à la tête du Parlement d' un des personnages clés de Solidarność . "
lead,tournent,lead_nou-vrb,"The referendum on the constitution is polarising Venezuela because the new proposals concentrate political power and will not lead to an open , ideological and democratic society . ", Le référendum constitutionnel divise le Venezuela parce que les nouvelles propositions débouchent toutes sur une concentration des pouvoirs et tournent le dos à une société ouverte et démocratique . 
lead,traduire,lead_nou-vrb,"Parliament confirms through this report a common viewpoint , which is that any commercial element in this process which may lead to the sale and purchase of organs is illegal . "," Ce rapport du Parlement confirme notre opinion commune , à savoir que cette procédure doit être dénuée , sous peine d' illégalité , de tout élément commercial pouvant se traduire par la vente ou l' achat d' organes . "
lead,voie,lead_nou-vrb,"The European Parliament has already come out in favour of a total ban on these weapons and the UN General Assembly resolution passed last December , which included the issue of armaments and munitions containing depleted uranium on the agenda for the sixty - third session of the General Assembly , confirmed that the European Parliament is right to take the lead and to ask the Council to also take a lead in this debate on disarmament and humanitarian law . "," Le Parlement européen s' est déjà exprimé en faveur d' une interdiction globale de ces armes , et la résolution adoptée par l' Assemblée générale de l' ONU en décembre dernier , qui incluait la question des armes et des munitions contenant de l' uranium appauvri à l' agenda de la soixante-troisième séance de l' Assemblée générale , confirme que le Parlement européen a raison de montrer la voie et de demander au Conseil de montrer la voie également dans ce débat sur le désarmement et le droit humanitaire . "
live,cohabiter,live_vrb,We can achieve this and I believe that we can live peacefully .," Nous pouvons y arriver , et je suis convaincue que nous pouvons cohabiter en paix . "
live,connaître,live_vrb,"The facts of the situation have to be faced ; the population of Chechnya has already shrunk to half its previous size , and it is time to pave the way for them to live in peace . "," Il convient de regarder la situation en face , il faut mener la population tchétchène , qui est déjà réduite de moitié , à la paix et le pays doit enfin connaître la paix . "
live,habitants,live_vrb,Its benefits are enormous and it also offers something for those who live in such peripheral regions ., Il est vraiment possible d' offrir par ce moyen une solution valable . Une solution qui vient réellement en aide aux habitants de ces régions . 
live,montrer,live_vrb,"( CS ) Ladies and gentlemen , in contrast to the previous speaker , I firmly believe that the forthcoming European Council should fully live up to the motto of the current Czech Presidency , which is ' Europe without barriers ' . "," ( CS ) Mesdames et Messieurs , contrairement à l' orateur précédent , je suis fermement convaincue que le prochain Conseil européen doit se montrer à la hauteur de la devise de la Présidence tchèque , "" Une Europe sans barrières "" . "
live,résident,live_vrb,"A conference , sponsored by the ' Automobile Club d ' Italia ' , was held in Naples and attended by leading lawyers , because insurance companies , as was also the case in the past , are making Italian citizens pay different premiums according to where they live , claiming that they have to recoup their costs in the areas where there are a greater number of accidents . "," Un congrès s ' est tenu à Naples , sous l ' égide de l ' Automobile Club d ' Italia , en présence de grands juristes , car il est arrivé et il arrive que les compagnies d ' assurance fassent payer des primes diverses aux citoyens italiens en fonction du lieu où ils résident , soutenant que ces derniers doivent se rembourser pour les dépenses liées aux lieux où le nombre de sinistres est plus élevé . "
live,survivre,live_vrb,A strong Europe can not live without strong common policies and European energy and European innovation policy should be one of those .," Une Europe forte ne peut survivre sans des politiques communes fortes , et la politique européenne en matière d' énergie et d' innovation doit en faire partie . "
live,vie,live_vrb,"Secondly , we should remind them of another important thing , which is that one of the responsibilities of a legitimately formed government is the maintenance of public order , starting with the protection of the right to live . "," En deuxième lieu , lui rappeler aussi quelque chose d' important , à savoir que les responsabilités d' un gouvernement légitime comprennent le maintien de l' ordre public , qui commence par la protection du droit à la vie . "
live,vis,live_vrb,"I would like to point out that some 15 years ago the town in which I live had the worst air pollution problem of any town or city in Austria , and that by the introduction of new technologies the emission of industrial pollutants were reduced to a mere 10 % of the previous level . Furthermore , the industry in question is now in better shape than it was then . "," Je voudrais insister sur le fait que la ville où je vis a connu il y a environ 15 ans les plus graves problèmes de pollution de toute l' Autriche , et qu' elle s' est ressaisie grâce aux nouvelles technologies , de telle sorte que l' industrie ne produit plus que 10 % des substances nocives de l' époque , et cette industrie fonctionne mieux qu' avant . "
live,vit,live_vrb,"It is in these countries that half of the world ’s poorest people live , and it is unacceptable to say that these countries do not belong to the poor part of the world . ", Dans ces pays vit la moitié de la population la plus pauvre au monde et il est inacceptable de prétendre que ces pays n’ appartiennent pas à la frange la plus pauvre du monde . 
live,vivent,live_vrb,"We state that we want a higher birth rate , but 30 % of children already born live below the poverty line . "," Nous disons vouloir un taux de natalité plus élevé , mais 30 % des enfants qui naissent actuellement vivent déjà sous le seuil de pauvreté . "
live,vivons,live_vrb,"This is not a question of individual insurance and actuarial calculations , but of human rights appropriate to the times in which we live . "," Il ne s' agit pas d' une question d' assurances individuelles et de calculs actuariels , mais de droits de l' homme à la mesure des temps que nous vivons . "
live,vivre,live_vrb,"Only by strengthening areas such as science and innovation , and by contributing to economic growth and to more and better jobs , can we make Europe a more attractive place to live and work . ", Ce n' est qu' en renforçant des domaines comme la science et l' innovation et en contribuant à la croissance économique et à la création d' emplois plus nombreux et de qualité que l' on peut rendre l' Europe plus agréable pour vivre et travailler . 
lives,jours,lives_nou,"We do not agree with the exclusive determinism for women , which condemns them for the rest of their lives . ", Nous ne sommes pas d' accord avec le déterminisme qui exclut des femmes qui sont condamnées pour le restant de leurs jours . 
lives,progrès,lives_nou,It is a particularly promising area of technology and represents a potentially positive trend that may dramatically increase the likelihood of progress in many areas of our lives .," C’ est un domaine technologique particulièrement prometteur , une tendance potentiellement positive qui pourrait augmenter spectaculairement la probabilité de progrès dans de nombreux secteurs d’ activités . "
lives,vie,lives_nou,"As the European strategy underlines , conflicts in which weapons of this kind are by far the principal instrument have cost the lives of nearly 4 million people since 1990 and have forced more than 18 million others to leave their homes or their countries . "," Comme le souligne la stratégie européenne , les conflits dans lesquels ce type d’ armes était de loin l’ instrument principal , ont , depuis 1990 , coûté la vie à près de quatre millions de personnes et ont obligé plus de dix-huit millions d’ autres à quitter leur foyer ou leur pays . "
lives,vies,lives_nou,Secure supplies of blood products save lives and must therefore be given absolute priority ., Un approvisionnement sûr en produits sanguins sauve des vies et doit par conséquent jouir d' une priorité absolue ! 
lives,vit,lives_vrb,"Secondly , as we know , 80 % of the European population lives in cities or urban areas , which means that we have to place greater emphasis on this dimension of our strategy . "," Deuxièmement , comme nous le savons , 80 % de la population européenne vit dans des villes ou en milieu urbain , ce qui signifie que nous devons accentuer davantage cette dimension de notre stratégie . "
lives,vivent,lives_vrb,"Madam President , Commissioner , ladies and gentlemen , mountain regions account for 30 % of the surface area of the Community of Fifteen , and 10 % of the population lives in mountain regions . "," Madame la Présidente , Madame la Commissaire , chers collègues , les régions de montagne couvrent plus de 30 % de la superficie de l' Europe des Quinze et 10 % de la population européenne vivent dans ces régions . "
ornament,emplâtre,ornament_vrb,A new phase of Brussels - inspired regulating mania would be neither use nor ornament in the fight against illicit work in the Member States of the European Union .," Pour la lutte contre le travail au noir dans les États membres de l' Union européenne , une nouvelle vague de rage réglementaire en provenance de Bruxelles ne serait qu' un emplâtre sur une jambe de bois . "
overthrow,remise,overthrow_nou,"A real social dialogue can not ignore the fact that the overthrow of even the most elementary acquisitions of the trade union movement is being promoted , with collective labour agreements first in line . "," Un authentique dialogue social ne peut faire l' impasse sur la tentative de remise en cause des conquêtes les plus élémentaires du mouvement syndical ouvrier , à commencer par les conventions collectives . "
permit,autorisation,permit_nou,"Furthermore , in September 2008 - again , for the first time - a visitor 's permit was granted to the United Nations Special Rapporteur on Freedom of Religion or Belief , who concluded , I quote , ' individuals and communities still face a number of difficulties , although the situation has much improved since 2007 ' . "," Et , en septembre 2008 , pour la première fois aussi , une autorisation de visite a été octroyée au rapporteur spécial des Nations unies sur la liberté de religion ou de conviction , lequel a conclu que , je cite "" Bien que certaines personnes et communautés religieuses soient toujours confrontées à des difficultés , la situation s' est sensiblement améliorée depuis 2007 "" . "
permit,permis,permit_nou,"In Paris , some young Tunisians who had an Italian residency permit heard the French police say to them : ' This is what we are going to do with your permits ' , before tearing them up in front of them . "," À Paris , des jeunes Tunisiens qui avaient un permis italien ont entendu la police française leur dire : "" Vous savez ce qu' on en fait de votre permis ? "" avant de le déchirer devant eux . "
polish,améliorer,polish,We have an old saying in Scotland that you can not polish a turnip and no amount of presentation will disguise the fact that the EU has a structural problem which we are not addressing .," Un vieux proverbe écossais dit qu’ on ne peut améliorer un navet cinématographique , et aucune présentation de quelque sorte ne pourra dissimuler le fait que l’ UE est confrontée à un problème structurel que nous n’ abordons pas . "
polish,assurent,polish,"As a guideline towards a global policy , I welcome a Commission policy whereby police forces act in close cooperation throughout Europe and measures are adopted that , beyond the polish , produce a result which respects the rights of one and all . "," Comme ligne directrice vers une politique globale , je salue la politique de la Commission où les forces de police agissent en étroite coopération à travers toute l' Europe et où l' on adopte des mesures qui , au-delà de la politique , assurent la défense des droits de tout un chacun . "
polish,peaufinerons,polish,"So , we will do our utmost to achieve an agreement in the Council whereby we will polish the wording so that , without prejudicing the principle of relative stability , we will ensure the maximum utilisation of the fishing possibilities under this new agreement . "," Nous ferons donc de notre mieux pour parvenir à un accord au Conseil , où nous peaufinerons la formulation , de sorte que , sans porter préjudice au principe de la stabilité relative , nous garantirons l' utilisation optimale des possibilités de pêche dans le cadre de ce nouvel accord . "
polish,polir,polish,"To polish up his international image he has , to his credit I suppose , compensated grieving families , but in truth , the maverick Gaddafi would be totally ostracised by the West were it not for Libya 's prodigious reserves of oil and gas . "," Afin de polir son image de marque internationale , il a , dans son intérêt je suppose , dédommagé les familles endeuillées mais , en fait , l' extravagant Kadhafi serait totalement mis au ban de la société occidentale si la Libye ne disposait pas de réserves colossales de pétrole et de gaz . "
postulate,postulat,postulate_nou,Neither the status quo nor the postulate of deeper integration bringing indisputable benefits can or should be regarded as sacrosanct by any European democrat ., Ni le statu quo ni le postulat d' une intégration plus forte apportant des bénéfices indiscutables ne doivent ou ne devraient être considérés comme intouchables par les démocrates européens . 
